count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,JB_stat,JB_pvalue
2555.0,0.0007493106865785292,0.03567339114380343,-0.46473017533977296,-0.01387827619173878,0.0008242927596795972,0.016079543734841165,0.17182056188812328,-0.9796869963159687,14.079167965257437,21421.22696461454,0.0
